asin,title,brand_name,price_value,review_count,avg_review_rating,rating_variability,avg_sentiment,is_successful
B07DRMT92L,Real Essentials 5 Pack: Men’s Short Sleeve Dry Fit Active Crew Neck T Shirt - Athletic Running Gym Workout Tee Tops,Real Essentials Store,34.99,13,4.3076923076923077,0.75106761619881075962,0.222063876402388,0
B07DRN7QQD,Real Essentials 5 Pack: Men’s Short Sleeve Dry Fit Active Crew Neck T Shirt - Athletic Running Gym Workout Tee Tops,Real Essentials Store,34.99,1,4.0000000000000000,,0.0840909090909091,0
B07FBKFTJG,Skechers Men's Cessnock Food Service Shoe,Skechers Store,55.2535,10,4.5000000000000000,0.70710678118654752440,0.238609707865675,0
B07FDRXL7D,"Amazon Essentials Women's Classic-Fit Short-Sleeve Crewneck T-Shirt, Multipacks",Amazon Essentials Store,17.1,10,4.6000000000000000,0.69920589878010103133,0.287607028086648,0
B07FH9W2J7,Amazon Essentials Men's Straight-Fit Wrinkle-Resistant Flat-Front Chino Pant,Amazon Essentials Store,21.1711,10,4.4000000000000000,0.69920589878010103133,0.297772832491582,0
B07FMX9FSF,"POLO RALPH LAUREN Men's Slim Fit Cotton Crew Undershirts, 3 Pack",POLO Store,49.5,1,5.0000000000000000,,0.269506802721088,0
B07FMXG9PB,Polo Ralph Lauren Men's Slim Fit Cotton V-neck Undershirt 3-pack,POLO RALPH LAUREN Store,49.5,6,4.8000000000000000,0.44721359549995793928,0.300421626984127,0
B07FMY215J,POLO RALPH LAUREN Men's Classic Fit Cotton Tanks 3-pack,POLO RALPH LAUREN Store,49.5,10,4.6000000000000000,0.69920589878010103133,0.233259157509158,0
B07FMYL9NR,"POLO RALPH LAUREN Men's Classic Fit Cotton Crew Undershirts, 3 Pack",POLO RALPH LAUREN Store,49.5,10,4.6000000000000000,0.69920589878010103133,0.3481875,0
B07FMZ12CJ,"POLO RALPH LAUREN Men's Slim Fit Cotton Crew Undershirts, 3 Pack",POLO Store,49.5,0,,,,0
B07FMZ31SR,"POLO RALPH LAUREN Men's Classic Fit Cotton V-Neck Undershirts, 3 Pack",POLO Store,49.5,10,4.7000000000000000,0.48304589153964795245,0.190264795677072,0
B07GFPVS2M,Gerber Baby 8-Pack Short Sleeve Onesie Bodysuits,Brand: Gerber,15.88,7,4.8571428571428571,0.37796447300922722721,0.345872851895579,0
B07GG1R78H,Gerber Baby Girls' 8-Pack Short Sleeve Onesies Bodysuits,Brand: Gerber,21.005,10,4.9000000000000000,0.31622776601683793320,0.408964285714286,0
B07GG593DL,Gerber Baby Boy and Girls 4-Pack Sleeper Gown,Brand: Gerber,20.99,10,4.9000000000000000,0.31622776601683793320,0.350726115319865,0
B07GP4Q8Z5,Nike Mens Dri-FIT Short Sleeve Polo Shirt,Brand: Nike,42.951,10,4.2000000000000000,1.1352924243950934,0.27659418767507,0
B07GPPKNRV,Skechers Men's Moreno Ederson Oxford,Skechers Store,54.3422,10,4.6000000000000000,0.69920589878010103133,0.315805272108844,0
B07GQDTNWK,Clarks Women's Juliet Palm Loafer,Clarks Store,49.9941,10,4.4000000000000000,0.69920589878010103133,0.262504329037662,0
B07GX21XWG,Lucky Brand Men's 363 Vintage Straight Jean,Lucky Brand Store,59.864,10,4.6000000000000000,0.69920589878010103133,0.210329966329966,0
B07GZX245D,INVACHI Men's Wool Blend Pea Coat Warm Winter Trench Coat with Detachable Soft Scarf Single Breasted Overcoat,INVACHI Store,68.99,10,4.3000000000000000,0.82327260234856460197,0.224457136861155,0
B07H12JDN6,Lee Men's Extreme Motion Regular Boot Jean,Lee Store,39.905,12,4.9166666666666667,0.28867513459481288225,0.405096884853829,0
B07H3MYXFK,Simple Joys by Carter's Boys' 6-Piece Snug Fit Cotton Pajama Set,Simple Joys by Carter's Store,24.99,10,4.9000000000000000,0.31622776601683793320,0.427122655122655,0
B07H5QPL1R,5 Pack Men's Active Quick Dry Fit Shorts - Athletic Running Gym Workout Casual Shorts with Pockets Bulk,Real Essentials Store,28.4721,0,,,,0
B07HDLPVLH,"Hanes Men's Ecosmart Jogger Sweatpants, Men's Midweight Fleece Lounge Pants, 30.5",Hanes Store,14.0536,10,4.7000000000000000,0.67494855771055289778,0.266444518716577,0
B07HNTS427,"Calvin Klein Men's Modern Fit Dress Pants | Suit Pants for Men | Performance Stretch Fabric, Flat Front, Ready-to-Wear",Calvin Klein Store,47.2221,10,4.6000000000000000,0.69920589878010103133,0.377854166666667,0
B07HNVR4ZD,Wrangler Authentics Men's Relaxed Fit Boot Cut Jean,Wrangler Authentics Store,27,10,4.4000000000000000,0.69920589878010103133,0.253136446886447,0
B07HNWC5LC,Wrangler Authentics Men's Classic Cargo Stretch Short,Wrangler Authentics Store,26.85,10,4.9000000000000000,0.31622776601683793320,0.263658449790398,0
B07HNWNXM2,Wrangler Authentics Men's Comfort Flex Waist Relaxed Fit Jean,Wrangler Authentics Store,29.99,10,4.8000000000000000,0.42163702135578391094,0.229866899646247,0
B07HR877BN,Nautica Men's Short Sleeve Solid Crew Neck T-Shirt,Nautica Store,24.99,14,4.6428571428571429,0.63332369377665091340,0.213671058879392,0
B07HR8C4X3,Nautica Men's Solid Deck Shirt,Nautica Store,29.99,10,4.8000000000000000,0.42163702135578391094,0.550416666666667,0
B07J31WFNB,Amazon Essentials Skinny Jeans for Women (Stretchy),Amazon Essentials Store,17.2613,10,4.5000000000000000,0.70710678118654752440,0.213736630099211,0
B07J6784R8,Nautica Men's Classic Fit Short Sleeve Dual Tipped Collar Polo Shirt,Nautica Store,26.7,1,5.0000000000000000,,0.625,0
B07J9PZGX4,Nautica Men's Solid Crew Neck Short-Sleeve Pocket T-Shirt,Nautica Store,17.2721,10,4.7000000000000000,0.67494855771055289778,0.358693056943057,0
B07JBRGFH4,"Gildan Men's Crew T-Shirts, Multipack, Style G1100",Gildan Store,21.97,11,4.6363636363636364,0.67419986246324208624,0.244159927017305,0
B07JDGJ4P2,"Gildan Men's Underwear Covered Waistband Boxer Briefs, Multipack",Gildan Store,17.5,10,4.7000000000000000,0.67494855771055289778,0.279487509532879,0
B07JHY96QC,Amazon Essentials Men's Athletic-Fit Casual Stretch Chino Pant (Available in Big & Tall),Amazon Essentials Store,23.7,10,4.6000000000000000,0.69920589878010103133,0.276531872294372,0
B07JQ12R59,Polo Ralph Lauren Men's Ribbed Casual Crew Socks -3 Pair Pack- Cotton Comfort & Heel-toe Reinforcement,POLO RALPH LAUREN Store,24,10,4.8000000000000000,0.42163702135578391094,0.228499886621315,0
B07JR4NDKS,Grunt Style 1776 Flag,Grunt Style Store,29.99,12,4.8333333333333333,0.38924947208076148546,0.407177579365079,0
B07JVL5CW2,Plaid&Plain Men's Skinny Stretchy Khaki Pants Colored Pants Slim Fit Slacks Tapered Trousers,Plaid&Plain Store,27.99,2,5.0000000000000000,0,0.177869318181818,0
B07K6V9763,The Children's Place Boys' Stretch Straight Leg Jeans,The Children's Place Store,23.99,10,4.6000000000000000,0.69920589878010103133,0.303458333366667,0
B07KQVKMPP,"Gildan Men's Underwear Boxers, Multipack",Gildan Store,19.99,10,4.6000000000000000,0.69920589878010103133,0.280556546122723,0
B07KWV1N5V,Springrain Men's Wool Blend Pea Coat Notched Collar Single Breasted Overcoat Warm Winter Trench Coat,Springrain Store,59.99,10,4.2000000000000000,1.3165611772087666,0.296978075578522,0
B07L124QBK,Men's Cotton Double Dhoti With Silver Border,Brand: Generic,29.95,0,,,,0
B07L57PG34,TACVASEN Men's Winter Jacket Cotton Military Jackets Fleece Lined Thick Work Warm Cargo Coats with Hooded,TACVASEN Store,68.3837,10,4.6000000000000000,0.69920589878010103133,0.301291203059697,0
B07LGQ884Z,Rustler Men's Classic Regular Fit,Rustler Store,13.9826,11,4.8181818181818182,0.40451991747794525174,0.336751489251489,0
B07LGT68JH,Rustler Men's Classic Relaxed Fit,Rustler Store,13.9818,0,,,,0
B07LGVSPKF,Rustler Men's Classic Relaxed Fit,Rustler Store,13.987,10,4.5000000000000000,0.70710678118654752440,0.221986914505712,0
B07M6SSQXH,"Burt's Bees Baby Boys' Sleep & Play PJs, 100% Organic Cotton One-Piece Zip Front Jumpsuit, Baby Boys Footie Pajamas & PJs",Burt's Bees Baby Store,14.95,10,4.9000000000000000,0.31622776601683793320,0.222394675925926,0
B07NDP7ZTX,Real Essentials 5 Pack: Men's Mesh Athletic Basketball Shorts Quick Dry Activewear with Pockets,Real Essentials Store,33.99,10,4.6000000000000000,0.69920589878010103133,0.36162863560231,0
B07NHW8Z3N,Kingsted T-Shirts for Men Pack - Royally Comfortable - Super Soft Premium Fabric - Well-Crafted Classic Tee,Kingsted Store,39.992,10,4.6000000000000000,0.69920589878010103133,0.267769037142941,0
B07NSQNLPB,Tommy Hilfiger Chino Pants Custom Fit,Tommy Hilfiger Store,53.3233,10,4.6000000000000000,0.69920589878010103133,0.457666865211508,0
B07NWY7XK9,Real Essentials 4 Pack: Men's Dry-Fit UV Moisture Wicking UPF 50+ SPF Sun Protective Fishing Hiking Active Long Sleeve Shirt,Real Essentials Store,34.993,0,,,,0
B07NWZ6PBF,Real Essentials 4 Pack: Men's Dry-Fit UV Moisture Wicking UPF 50+ SPF Sun Protective Fishing Hiking Active Long Sleeve Shirt,Real Essentials Store,34.993,10,4.7000000000000000,0.48304589153964795245,0.255645881895882,0
B07NX8H7QZ,Haggar Men's Iron Free Premium Khaki Classic Fit Pleat Front Expandable Waist Casual Pant (Regular and Big & Tall Sizes),Haggar Store,35.782,3,4.6666666666666667,0.57735026918962576451,0.416378446115288,0
B07P7XLJDF,"Royal Kurta Mens Polyviscose Bandhgala Kneelong Sherwani (40, Black)",Brand: Royal Kurta,100,1,1.00000000000000000000,,-0.025,0
B07PLVGLW8,Levi's Women's 311 Shaping Skinny Jeans (Also Available in Plus),Levi's Store,48.653,4,4.7500000000000000,0.50000000000000000000,0.372607886904762,0
B07PNRZFKQ,Under Armour Men's Woven Vital Pants,Under Armour Store,32.192,10,4.5000000000000000,0.70710678118654752440,0.315679563492063,0
B07PPXVTXJ,Under Armour Men's Tech Golf Shorts,Under Armour Store,39.9633,9,4.8888888888888889,0.33333333333333333333,0.285037386360916,0
B07PQSW7V9,Lugz Men's Clipper Fashion Sneaker,Lugz Store,24.985,10,4.5000000000000000,0.70710678118654752440,0.265203703703704,0
B07PZ8M9H4,Amazon Essentials Men's Heavyweight Hooded Puffer Coat,Amazon Essentials Store,41.5432,10,4.9000000000000000,0.31622776601683793320,0.295361825396825,0
B07QL1H7KS,Levi Strauss Signature Gold Women's Mid-Rise Slim Fit Capris (Available in Plus Size),Levi Strauss Signature Gold Store,27.99,10,4.6000000000000000,0.69920589878010103133,0.311265522875817,0
B07QPQLW34,Gerber baby-boys 5-pack Short Sleeve Variety Onesies Bodysuits,Brand: Gerber,15.99,10,4.9000000000000000,0.31622776601683793320,0.533966856027273,0
B07QPQLWYB,Gerber Baby Girls' 5-Pack Short Sleeve Variety Onesies Bodysuits,Brand: Gerber,15.99,8,4.8750000000000000,0.35355339059327376220,0.396258680555556,0
B07QPVWZKK,Nautica Men's Cotton Woven 3 Pack Boxer,Nautica Store,15.5122,10,3.8000000000000000,1.3984117975602021,0.277255316773174,0
B07QZZ1LSG,"New Balance Men's 6"" Premium Performance Boxer Brief with Fly Front (3 Pack)",New Balance Store,18.98,10,4.9000000000000000,0.31622776601683793320,0.323843282448546,0
B07R1J9J3J,"MIER Men's Workout Running Shorts Quick Dry Active 5 Inches Shorts with Pockets, Lightweight, Breathable",MIER Store,18.9914,10,4.6000000000000000,0.69920589878010103133,0.215004515150026,0
B07RDL93KQ,"Hanes Mens 2 Pack Cotton Sleep Short, 7.5"" Inseam, Comfortable and Breathable, Assorted Colors",Hanes Store,18.7111,10,4.7000000000000000,0.48304589153964795245,0.417862193362193,0
B07RFNMYS4,Nike Men's Flex Control TR3 Sneaker,Brand: Nike,60.727,10,4.6000000000000000,0.69920589878010103133,0.257737717275813,0
B07S2D47L8,Carhartt Men's Relaxed Fit Washed Duck Sherpa-Lined Utility Jacket,Carhartt Store,139.99,10,4.8000000000000000,0.42163702135578391094,0.291137390500987,0
B07S2D56H6,Carhartt Men's Relaxed Fit Duck BlanketLined Detroit Jacket,Carhartt Store,109.99,1,5.0000000000000000,,0.237549603174603,0
B07SH9F51B,Lee Women's Ultra Lux Comfort with Flex Motion Trouser Pant,Lee Store,36.9914,10,4.8000000000000000,0.42163702135578391094,0.243647399067374,0
B07SN9RS13,Women's Floral Print Puff Sleeve Kimono Cardigan Loose Cover Up Casual Blouse Tops,CHICGAL Store,13.99,10,4.4000000000000000,1.3498971154211058,0.259234036791775,0
B07TF5NCTY,MAGCOMSEN Men's Polo Shirt Quick Dry Performance Short Sleeve Tactical Shirts Pique Jersey Golf Shirt,MAGCOMSEN Store,24.9831,10,4.6000000000000000,0.69920589878010103133,0.197216799815164,0
B07VCLR2ZS,"Mens White Single (4Mulam) Cotton Dhoti with Jari Border (Pack of 1 Dhoti, Size- 1.30X2.00 Mtrs)",Brand: PRAKASAM COTTON,17.89,10,3.9000000000000000,1.3703203194062977,0.33153388277619,0
B07VKTGVV5,Hudson Baby Baby Girls' Cotton Dress and Cardigan Set,Hudson Baby Store,12.4911,2,5.0000000000000000,0,0.45625,0
B07VPH7GTM,TACVASEN Men's Bomber Jacket Lightweight Casual Spring Fall Windbreaker Zip Up Coat with Pocket,TACVASEN Store,39.9829,10,4.5000000000000000,0.70710678118654752440,0.338332290229612,0
B07VQJ8QGP,TACVASEN Men's Jackets-Bomber Jacket Fall Winter Warm Windbreaker Full Zip Casual Padded Coats,TACVASEN Store,39.982,10,4.7000000000000000,0.67494855771055289778,0.360281764615856,0
B07VTSD48H,5 Pack Men’s Active Quick Dry Crew Neck T Shirts | Athletic Running Gym Workout Short Sleeve Tee Tops Bulk,Liberty Imports Store,39.9533,10,4.8000000000000000,0.42163702135578391094,0.353260721916972,0
B07XJ6M8GT,"Amazon Essentials Mens Underwear Boxer Briefs, Comfortable Cotton, Tag-Free, Pack of 5",Amazon Essentials Store,18,10,4.6000000000000000,0.69920589878010103133,0.330560467310467,0
B07Y2KBF2W,Simple Joys by Carter's Baby 3-Pack Snap-up Rompers,Simple Joys by Carter's Store,21.5,10,4.9000000000000000,0.31622776601683793320,0.363404827172097,0
B07YHG62J6,THE GYM PEOPLE Mens' Fleece Joggers Pants with Deep Pockets in Loose-fit Style,THE GYM PEOPLE Store,26.9931,10,4.6000000000000000,0.69920589878010103133,0.256106544167757,0
B07YNY69X6,"SHAPERMINT Shapewear for women - High-Waisted Shapewear Tummy Control Shorts, Faja body shaper, underwear for women",SHAPERMINT Store,25.99,4,4.2500000000000000,0.95742710775633810998,0.152060533470594,0
B07ZHXGYVG,"MAGCOMSEN Men's Hooded Windproof Water Resistant Rain Jacket Windbreaker 5 Pockets for Hiking,Fishing,Travel",MAGCOMSEN Store,40.7843,10,4.6000000000000000,0.69920589878010103133,0.327764897324897,0
B07ZLM669B,Bruno Marc Men's KnitFlex Breeze Mesh Sneakers Oxfords Lace-Up Lightweight Casual Walking Shoes,Bruno Marc Store,42.9912,10,4.8000000000000000,0.42163702135578391094,0.312900236127509,0
B07ZPQ8VDN,"Simple Joys by Carter's Baby Boys' 2-Way Zip Thermal Footed Sleep and Play, Pack of 2",Simple Joys by Carter's Store,15.588,10,4.9000000000000000,0.31622776601683793320,0.353046541950113,0
B07ZPQHFLC,Simple Joys by Carter's Baby Boys' 2-Pack Fleece Footed Sleep and Play,Simple Joys by Carter's Store,17.249,10,4.8000000000000000,0.42163702135578391094,0.335694083694084,0
B07ZSCB99R,adidas Men's Daily 3.0 Sneaker,adidas Store,39.8139,1,5.0000000000000000,,0.285185185185185,0
B0823DJNPR,The Children'S Place Boys Basic Long Sleeve Tee,The Children's Place Store,59.95,10,4.9000000000000000,0.31622776601683793320,0.461546768707483,0
B082DLPZTR,Levi's Mens Boxer Briefs Breathable Stretch Underwear 4 Pack,Levi's Store,18.99,10,4.5000000000000000,0.70710678118654752440,0.242038396802683,0
B082F1D3Z6,Outdoor Ventures Men's Lightweight Packable Puffer Winter Jacket Insulated Puffy Coat for Snow Ski Hiking Travel,Outdoor Ventures Store,55.99,10,4.5000000000000000,0.70710678118654752440,0.305079249748568,0
B082TJ32DM,Volcom Men's Vmonty Stretch 22,Volcom Store,24.0052,10,4.8000000000000000,0.42163702135578391094,0.28012776081242,0
B0832F9PRH,TASAMO Women's Casual Round Neck Basic Pleated Top Cap Sleeve Curved Keyhole Back Chiffon Blouse,TASAMO Store,20.9913,10,4.5000000000000000,0.70710678118654752440,0.218907374115899,0
B08354NT7W,Women's Banarasi Silk Blend Woven Zari With Tussles Saree and Jacquard Woven Blouse Piece,Monjolika Fashion Store,43.28,4,3.7500000000000000,1.8929694486000912,0.1175,0
B083W4JW26,COOFANDY Men's Rain Jacket with Hood Waterproof Lightweight Active Long Raincoat,COOFANDY Store,39.9927,10,4.6000000000000000,0.69920589878010103133,0.241175108191775,0
B083XHS9XY,Simple Joys by Carter's unisex-baby 5-pack Side Snap Short-sleeve Bodysuit,Simple Joys by Carter's Store,19.57,10,4.9000000000000000,0.31622776601683793320,0.240720238095238,0
B084HFMYG3,"Gildan Men's Underwear Cotton Stretch Boxer Briefs, Multipack",Gildan Store,21.225,10,4.9000000000000000,0.31622776601683793320,0.296979437229437,0
B084Q3ZJ4G,"Fruit of the Loom Boys' and Toddler Boxer Briefs, Tag Free & Breathable Underwear, Assorted Color Multipacks",Fruit of the Loom Store,13.98,8,4.8571428571428571,0.37796447300922722721,0.295258689413265,0
B085C2KTNG,"Mens Swim Trunks Quick Dry Board Shorts with Mesh Lining, Breathable Fit Hawaii Beach Shorts Swimwear Bathing Suits",FT FENTENG Store,19.9939,4,4.7500000000000000,0.50000000000000000000,0.127174603174603,0
B085G4DXLK,Women Art silk Sarees SDPL-METRO,Brand: Yashika,14.83,3,3.0000000000000000,2.8284271247461901,0.0866666666666667,0
B085NF55WL,COOFANDY Men's 2 Pack Gym Workout Shorts 7 Inch Quick Dry Athletic Shorts Lightweight Running Shorts with Pockets,COOFANDY Store,29.9925,10,4.5000000000000000,0.70710678118654752440,0.24535022015022,0
B086KKT21F,Hanes Men's Lightweight Cotton Moisture-Wicking Tank Undershirts (6 Pack),Hanes Store,21.98,11,4.6363636363636364,0.67419986246324208624,0.299244453463203,0
B086KKT23M,"Hanes Men's Moisture-Wicking Cotton Briefs, Available in White and Black, Multi-Packs Available",Hanes Store,10.72,7,4.8571428571428571,0.37796447300922722721,0.20125758636788,0
B086KKT44V,"New Balance Men's 5"" Performance No Fly Boxer Brief (4 Pack)",New Balance Store,17.47,10,4.8000000000000000,0.63245553203367586640,0.200408333333333,0
B086L1PM8V,"Hanes Men's Pocket Undershirt Pack, Cotton Crew Neck T-Shirt, Moisture Wicking Tee, Assorted 6-Pack",Hanes Store,21.98,11,4.5454545454545455,0.68755165095232861878,0.297563936484391,0
B086L57B7J,"Hanes Men's Cotton, Moisture-Wicking Crew Tee Undershirts, Multi-Packs Available",Hanes Store,21.34,10,4.7000000000000000,0.67494855771055289778,0.231578484865495,0
B0872DSL47,Under Armour Boys' Brawler 2.0 Tapered Pants,Under Armour Store,22.5025,10,4.7000000000000000,0.48304589153964795245,0.266401785714286,0
B0874V8THD,Under Armour Men's HeatGear Compression Long-Sleeve T-Shirt,Under Armour Store,26.6224,0,,,,0
B0874W4WQ9,Under Armour Men's HeatGear Compression Long-Sleeve T-Shirt,Under Armour Store,33.305,11,4.7272727272727273,0.46709936649691378255,0.298003848016835,0
B0874WD2B2,Under Armour Men's HeatGear Compression Short-Sleeve T-Shirt,Under Armour Store,26.0713,11,4.9090909090909091,0.30151134457776362265,0.375302308802309,0
B0874WPYV6,Under Armour Boys' Logo Short Sleeve Tee Shirt,Under Armour Store,14.9925,10,4.8000000000000000,0.42163702135578391094,0.432954345037678,0
B0874WWX2P,Under Armour Men's HeatGear Compression Shorts,Under Armour Store,26.6711,10,4.8000000000000000,0.42163702135578391094,0.284580551393051,0
B087G2XPB2,Workout Shirts for Men Short Sleeve Quick Dry Athletic Gym Active T Shirt Moisture Wicking,Brand: MCPORO,29.9823,1,5.0000000000000000,,0.222921522921523,0
B087YQCWKG,Under Armour Men's Charged Assert 9 Running Shoe,Under Armour Store,59.9914,10,4.9000000000000000,0.31622776601683793320,0.33344616957117,0
B08885RKFY,Wrangler Authentics Men's Relaxed Fit Stretch Cargo Pant,Wrangler Authentics Store,29.99,10,4.8000000000000000,0.42163702135578391094,0.276407814407814,0
B088CTB3KC,Adibosy Women Summer Casual Shirts: Short Sleeve Striped Tunic Tops - Womens Crew Neck Tee Tshirt Blouses,Adibosy Store,13.995,10,4.5000000000000000,0.70710678118654752440,0.332047258297258,0
B088GTRQY8,Volcom Men's Vmonty Chino Shorts,Volcom Store,29.9933,10,4.5000000000000000,0.70710678118654752440,0.27173717948718,0
B088NSCVG2,Onesies Brand Baby Boys' 4-Pack Sleep 'N Play Footies,Brand: Onesies Brand,23.99,10,4.9000000000000000,0.31622776601683793320,0.328323412665079,0
B089CJT9NX,Lee Women's Legendary Mid Rise Bootcut Jean,Lee Store,26.0039,10,4.6000000000000000,0.69920589878010103133,0.306404468394853,0
B08BC4HDS2,Workout Shirts for Men Short Sleeve Quick Dry Athletic Gym Active T Shirt Moisture Wicking,Brand: MCPORO,29.9732,11,4.5454545454545455,0.68755165095232861878,0.241818095397641,0
B08BC5YNP3,COOFANDY Men's Casual Linen Pants Elastic Waist Drawstring Beach Summer Pants Lightweight Linen Trousers,COOFANDY Store,35.991,10,4.4000000000000000,0.69920589878010103133,0.217581001592556,0
B08BG7WRTG,Carhartt Men's Loose Fit Washed Duck Insulated Active Jacket,Carhartt Store,119.99,10,4.9000000000000000,0.31622776601683793320,0.296975712560665,0
B08BG8D5TR,Carhartt Men's Loose Fit Washed Duck Sherpa-Lined Coat,Carhartt Store,129.99,10,4.9000000000000000,0.31622776601683793320,0.361438057210947,0
B08CBVFFZ6,HEAWISH Women's Floral Ballet Flats for Women Black Beige Slip On Flowers PU Leather Round Toe Dress Shoes,HEAWISH Store,16.495,11,4.6363636363636364,0.67419986246324208624,0.289597050693912,0
B08CCY61FS,"Paramsukh Dhoti's, Full Length, Men's Ethnic Wear, White (Pure Cotton)",Brand: Generic,,0,,,,0
B08CW7GW58,Amazon Essentials Women's Pointed-Toe Ballet Flat,Amazon Essentials Store,23.7,10,4.5000000000000000,0.70710678118654752440,0.20850881992509,0
B08CZZZB1N,"Fruit of the Loom Men's Coolzone Boxer Briefs, Moisture Wicking & Breathable, Assorted Color Multipacks",Fruit of the Loom Store,24.74,10,3.9000000000000000,1.4491376746189439,0.25970183982684,0
B08D2TC7BT,5 Pack Men's Active Quick Dry Fit Shorts - Athletic Running Gym Workout Casual Shorts with Pockets Bulk,Real Essentials Store,28.4721,10,4.5000000000000000,0.70710678118654752440,0.269052425748854,0
B08DD9LQ9S,"Mens Single (1.28 X 2.00 mtrs) Colour Thalathi Border Dhoties for mens/fine quality Single Dhoties for men's, WHITE, 1.28x2.00 mtrs",Brand: PRAKASAM COTTON,20,5,3.6000000000000000,1.1401754250991380,0.184871794805128,0
B08DP681C4,"Fruit of the Loom Men's Breathable Boxer Briefs, Moisture Wicking Underwear, Assorted Color Multipacks",Fruit of the Loom Store,17.9,10,4.9000000000000000,0.31622776601683793320,0.323099931318681,0
B08DXSSMYK,GUESS Women's Loven Sneaker,GUESS Store,31.5149,10,4.8000000000000000,0.42163702135578391094,0.191606217827646,0
B08F2P8CS9,"Fruit of the Loom Men's Undershirts, Moisture Wicking & Tag Free, Short Sleeve Crew T-Shirts",Fruit of the Loom Store,21.48,11,4.8181818181818182,0.40451991747794525174,0.291767691175115,0
B08FBLCCWT,"Fruit of the Loom Men's Tag Free Knit Boxer Shorts, Relaxed Fit, Moisture Wicking, Assorted Color Multipacks",Fruit of the Loom Store,16.9035,1,5.0000000000000000,,0,0
B08FDXYMR5,Toddler Infant Baby Boy Clothes Striped Long Sleeve Hoodie Tops Sweatsuit Pants Outfit Set,Rebey Store,23.9914,10,4.4000000000000000,1.2649110640673517,0.335017721861472,0
B08G5FZK73,"HonestBaby Multipack Short Sleeve T-Shirt Tee 100% Organic Cotton Infant Baby, Toddler, Little Kids Boys, Girls, Unisex",HonestBaby Store,24.9958,10,4.7000000000000000,0.48304589153964795245,0.330687244128421,0
B08GHLBW8P,Gerber Baby Boys' 4-Pack Footed Pajamas,Gerber Store,23.003,10,4.6000000000000000,0.69920589878010103133,0.245898809474603,0
B08GKRNT2T,KuaiLu Womens Arch Support Flip Flops Comfortable Yoga Mat Slip on Summer Beach Walking Thong Cushion Sandals,KuaiLu Store,,10,4.5000000000000000,0.70710678118654752440,0.326168594104308,0
B08GZL48D9,"Fruit of the Loom Men's Tag Free Woven Boxer Shorts, Relaxed Fit, Moisture Wicking, Assorted Color Multipacks",Fruit of the Loom Store,19.9923,12,4.5833333333333333,0.66855792342152147266,0.280395691114441,0
B08HPT1516,Nike Club Men's Training Joggers,Brand: Nike,43.6612,10,4.1000000000000000,1.4491376746189439,0.468248334998335,0
B08JGBB9N1,BALENNZ Athletic Shorts for Men with Pockets and Elastic Waistband Quick Dry Activewear,BALENNZ Store,29.9932,10,4.6000000000000000,0.69920589878010103133,0.324723037977348,0
B08JM661K7,Men's Cozy Hidden Expandable Waist Dress Pants | Premium Stretch Texture Weave Work to Weekend Pants,YUCENFU Store,29.4535,11,4.4545454545454545,0.68755165095232861878,0.331261566265625,0
B08JTQP6VY,Men's Athletic Shorts with Pockets and Elastic Waistband Quick Dry Activewear Workout Shorts for Men,Profectors Store,25.684,10,4.6000000000000000,0.69920589878010103133,0.23115997088833,0
B08JTWR1S3,Men's Athletic Shorts with Pockets and Elastic Waistband Quick Dry Activewear Workout Shorts for Men,Profectors Store,33.9823,0,,,,0
B08KG88XXR,Avanova Women Polka Dot Long Sleeve Blouse Shirts Work Mock Neck Ruffle Top,Avanova Store,28.99,10,4.6000000000000000,0.69920589878010103133,0.24388632119197,0
B08KL9BZ17,PUMA Men's Axelion Cross Trainer,PUMA Store,40.005,10,4.7000000000000000,0.67494855771055289778,0.41008263958264,0
B08KZYTHWR,Feethit Womens Slip On Running Shoes Non Slip Walking Shoes Lightweight Gym Workout Shoes Breathable Fashion Sneakers,Feethit Store,29.6324,10,4.0000000000000000,1.4907119849998598,0.256881535914379,0
B08L8HGG6T,"Pair of Thieves Men's Athletic Cotton Low-Cut Socks - 6-Pack Cushioned Comfort Socks for Sports, Work & Casual Wear",Pair of Thieves Store,9.7425,10,4.7000000000000000,0.67494855771055289778,0.360138180305442,0
B08L93432B,Newborn Baby Boy Girl Clothes Ribbed Knitted Cotton Long Sleeve Romper Long Pants Solid Color Fall Winter Outfits,MA&BABY Store,14.9912,10,4.8000000000000000,0.42163702135578391094,0.224090201465201,0
B08LT8LY5N,"Ultra Performance Mens 5 Pack Athletic Running Shorts, Basketball Gym Workout Shorts for Men with Zippered Pockets",Ultra Performance Store,32.996,10,4.4000000000000000,0.69920589878010103133,0.0881156737998843,0
B08LTC498Q,"Ultra Performance 3 Pack Fleece Active Tech Joggers for Men, Mens Sweatpants with Zipper Pockets",Ultra Performance Store,34.9942,10,4.4000000000000000,0.69920589878010103133,0.29416181041181,0
B08M429KCV,Women Art Silk Lace Printed Saree Free Size (AIR),Brand: Yashika,14.83,9,3.5000000000000000,1.6903085094570331,0.109814814814815,0
B08ML4W3X1,adidas Men's Essentials Warm-Up Open Hem 3-Stripes Tracksuit Pants,adidas Store,23.0049,10,4.7000000000000000,0.67494855771055289778,0.249591547740655,0
B08MLNXBCB,adidas Men's Essentials 3-Stripes Tricot Jogger Pants,adidas Store,29.97,10,4.9000000000000000,0.31622776601683793320,0.434073112073112,0
